den312d, den312d-even-11.scen, 28, 3069, 5199, 2210, 1105, 1568, 0.03, 33, 0, 32, OPTIMAL_SOLUTION, 1506, 116, 120486, 1514, 39.91, 927, 1568, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 29, 3149, 5326, 2260, 1130, 1607, 0.01, 6, 0, 6, OPTIMAL_SOLUTION, 1545, 116, 124269, 1553, 39.59, 927, 1607, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 30, 3349, 6062, 2798, 1399, 1706, 0.06, 108, 0, 106, OPTIMAL_SOLUTION, 1644, 116, 130902, 1652, 41.08, 1041, 1706, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 31, 3413, 6135, 2810, 1405, 1737, 0.05, 45, 0, 42, OPTIMAL_SOLUTION, 1675, 116, 134033, 1683, 48.68, 1041, 1737, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 32, 3569, 6614, 3136, 1568, 1881, 0.06, 36, 0, 34, OPTIMAL_SOLUTION, 1752, 116, 140039, 1764, 167.86, 1375, 1881, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 33, 3717, 6853, 3230, 1615, 1970, 0.02, 24, 0, 22, OPTIMAL_SOLUTION, 1825, 116, 145879, 1839, 154.50, 1404, 1970, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 34, 3855, 7138, 3380, 1690, 2038, 0.13, 169, 0, 166, OPTIMAL_SOLUTION, 1893, 116, 151489, 1907, 167.75, 1404, 2038, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 35, 3995, 7624, 3728, 1864, 2115, 0.08, 62, 0, 58, OPTIMAL_SOLUTION, 1962, 116, 157147, 1977, 138.02, 1490, 2116, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 36, 4003, 7629, 3728, 1864, 2118, 0.09, 75, 0, 73, OPTIMAL_SOLUTION, 1965, 116, 157492, 1980, 134.05, 1490, 2119, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 37, 4107, 8067, 4064, 2032, 2169, 0.11, 124, 0, 122, OPTIMAL_SOLUTION, 2016, 116, 162133, 2032, 340.74, 1615, 2271, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 38, 4161, 8144, 4090, 2045, 2195, 0.11, 72, 0, 70, OPTIMAL_SOLUTION, 2042, 116, 164824, 2058, 373.33, 1617, 2297, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 39, 4275, 8527, 4362, 2181, 2251, 0.10, 77, 0, 75, OPTIMAL_SOLUTION, 2098, 116, 169780, 2114, 402.27, 1667, 2353, 0.01, 0, 0, 0, 0
den312d, den312d-even-11.scen, 40, 4337, 8676, 4450, 2225, 2307, 0.10, 82, 0, 80, OPTIMAL_SOLUTION, 2128, 116, 172825, 2144, 340.52, 1667, 2409, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 41, 4405, 8816, 4522, 2261, 2357, 0.14, 169, 0, 169, OPTIMAL_SOLUTION, 2161, 116, 176125, 2177, 422.03, 1673, 2469, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 42, 4595, 9313, 4832, 2416, 2451, 0.12, 107, 0, 107, OPTIMAL_SOLUTION, 2255, 116, 182658, 2271, 402.28, 1792, 2563, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 43, 4721, 9886, 5282, 2641, 2513, 0.11, 70, 0, 68, OPTIMAL_SOLUTION, 2317, 116, 187959, 2333, 435.22, 1896, 2625, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 44, 4831, 10151, 5440, 2720, 2569, 0.23, 192, 0, 191, OPTIMAL_SOLUTION, 2371, 116, 192792, 2387, 425.89, 1932, 2772, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 45, 5007, 10591, 5706, 2853, 2663, 0.24, 206, 0, 206, OPTIMAL_SOLUTION, 2458, 116, 199143, 2475, 423.39, 1936, 2772, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 46, 5019, 10604, 5710, 2855, 2668, 0.28, 250, 0, 250, OPTIMAL_SOLUTION, 2463, 116, 199713, 2480, 487.83, 1941, 2777, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 47, 5181, 11197, 6144, 3072, 2748, 0.21, 161, 0, 161, OPTIMAL_SOLUTION, 2543, 116, 205833, 2560, 462.13, 2067, 2863, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 48, 5333, 11711, 6508, 3254, 2823, 0.21, 157, 0, 157, OPTIMAL_SOLUTION, 2618, 116, 211758, 2635, 498.89, 2157, 2938, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 49, 5377, 11774, 6528, 3264, 2844, 0.20, 189, 0, 188, OPTIMAL_SOLUTION, 2639, 116, 213984, 2657, 457.48, 2167, 2959, 0.02, 0, 0, 0, 0
den312d, den312d-even-11.scen, 50, 5489, 12354, 6998, 3499, 2899, 0.19, 102, 0, 102, OPTIMAL_SOLUTION, 2694, 116, 218879, 2712, 475.49, 2333, 3014, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 51, 5639, 12864, 7360, 3680, 2977, 0.70, 527, 0, 526, OPTIMAL_SOLUTION, 2768, 116, 224762, 2787, 849.22, 2491, 3269, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 52, 5683, 12931, 7386, 3693, 2998, 0.27, 182, 0, 182, OPTIMAL_SOLUTION, 2789, 116, 226988, 2808, 846.14, 2507, 3362, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 53, 5761, 13051, 7430, 3715, 3036, 0.28, 181, 0, 181, OPTIMAL_SOLUTION, 2827, 116, 230693, 2846, 637.27, 2536, 3293, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 54, 5937, 13660, 7866, 3933, 3154, 5.22, 4592, 2, 4591, OPTIMAL_SOLUTION, 2914, 116, 237044, 2934, 654.96, 2728, 3303, 0.03, 0, 0, 0, 0
den312d, den312d-even-11.scen, 55, 6163, 14711, 8694, 4347, 3309, 2.36, 2127, 1, 2126, OPTIMAL_SOLUTION, 3026, 116, 243820, 3048, 694.27, 3108, 3955, 0.08, 0, 0, 0, 0
den312d, den312d-even-11.scen, 56, 6179, 14736, 8706, 4353, 3316, 6.07, 5646, 3, 5645, OPTIMAL_SOLUTION, 3033, 116, 244611, 3055, 882.05, 3110, 10850, 0.06, 0, 0, 0, 0
den312d, den312d-even-11.scen, 57, 6313, 15408, 9246, 4623, 3382, 3.08, 2739, 2, 2738, OPTIMAL_SOLUTION, 3099, 116, 250122, 3121, 900.07, 3174, 4109, 0.05, 0, 0, 0, 0
den312d, den312d-even-11.scen, 58, 6429, 15745, 9470, 4735, 3439, 4.16, 3561, 2, 3560, OPTIMAL_SOLUTION, 3156, 116, 255138, 3178, 660.45, 3206, 7214, 0.06, 0, 0, 0, 0
den312d, den312d-even-11.scen, 59, 6467, 15827, 9516, 4758, 3457, 1.95, 1844, 1, 1842, OPTIMAL_SOLUTION, 3174, 116, 257073, 3196, 462.80, 3206, 4505, 0.04, 0, 0, 0, 0
den312d, den312d-even-11.scen, 60, 6481, 15872, 9548, 4774, 3553, 2.70, 1741, 0, 1740, OPTIMAL_SOLUTION, 3180, 116, 257754, 3202, 822.32, 3208, 5687, 0.05, 0, 0, 0, 0
den312d, den312d-even-11.scen, 61, 6543, 16029, 9640, 4820, 3672, 6.70, 6746, 2, 6742, OPTIMAL_SOLUTION, 3210, 116, 260799, 3236, 562.34, 3265, 3703, 0.17, 0, 0, 0, 0
den312d, den312d-even-11.scen, 62, 6629, 16459, 9986, 4993, 3714, 4.26, 3478, 2, 3476, OPTIMAL_SOLUTION, 3252, 116, 264810, 3278, 552.23, 3326, 11209, 0.10, 0, 0, 0, 0
den312d, den312d-even-11.scen, 63, 6779, 17119, 10498, 5249, 3817, 18.57, 10772, 7, 10770, OPTIMAL_SOLUTION, 3326, 116, 270693, 3354, 577.21, 3569, 6923, 0.12, 0, 0, 0, 0
den312d, den312d-even-11.scen, 64, 6955, 17812, 11018, 5509, 3905, 33.12, 21949, 14, 11856, OPTIMAL_SOLUTION, 3413, 116, 277044, 3441, 740.13, 3682, 5895, 0.14, 0, 0, 0, 0
den312d, den312d-even-11.scen, 65, 7147, 18825, 11838, 5919, 0, 0.00, 1, 0, 0, UNSATISFIABLE, 3508, 116, 283599, 3540, 2424.40, 3889, 0, 0.00, 0, 0, 0, 0
